sex,age,race,juv-fel-count,decile-score,juv-misd-count,juv-other-count,priors-count,days-b-screening-arrest,c-days-from-compas,c-charge-degree,is-recid,r-charge-degree,is-violent-recid,v-decile-score,c-jail-time,r-jail-time
Male,29,Non-White,0,3,0,0,1,-1,1,2,0,1,Low,3,1,0
Male,20,Non-White,0,8,0,0,1,-1,1,3,1,3,High,7,1,121
Male,30,Non-White,0,6,0,0,2,-1,1,3,1,3,Low,5,1,27
Male,39,White,0,2,0,0,1,-1,1,2,0,1,Low,1,1,0
Male,38,Non-White,0,4,0,0,1,-1,729,2,0,1,Low,2,1,0
Male,39,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,27,Non-White,0,4,0,0,4,-1,1,3,0,1,Low,4,1,0
Male,18,Non-White,2,10,0,0,2,-5,5,3,0,1,Low,10,1,0
Male,31,White,0,4,0,0,2,812,1016,2,1,3,Low,3,10,11
Female,37,Non-White,0,1,0,0,2,0,0,3,0,1,Low,1,1,0
Male,31,White,0,2,0,0,0,-1,1,3,0,1,Low,3,1,0
Male,27,Non-White,0,8,0,0,2,-1,1,3,0,1,Low,5,1,0
Male,20,Non-White,0,8,0,0,0,-1,1,3,0,1,Low,6,2,0
Male,46,Non-White,1,8,0,0,5,-1,1422,2,0,1,Low,6,323,0
Male,22,Non-White,0,7,0,1,0,0,0,3,0,1,Low,6,2,0
Female,52,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Female,23,Non-White,0,4,0,0,0,-1,1,3,1,2,Low,4,3,0
Male,20,Non-White,1,7,0,0,1,0,0,3,0,1,Low,10,22,0
Female,48,Non-White,0,2,0,0,0,-1,1,3,0,1,Low,3,1,0
Male,25,White,0,5,0,0,0,0,1,3,0,1,Low,4,1,0
Male,27,White,0,6,0,0,0,-1,1,3,1,3,High,7,1,242
Male,30,Non-White,0,7,0,0,11,0,0,3,1,2,Low,6,1,1
Male,22,Non-White,0,10,1,1,3,-1,1,2,1,2,Low,7,1,2
Female,22,White,0,3,0,0,1,-1,1,3,0,1,Low,4,1,0
Male,32,White,0,4,0,0,2,-232,232,3,0,1,Low,4,40,0
Female,41,Non-White,0,3,0,0,2,-1,1,2,0,1,Low,1,1,0
Male,35,White,0,8,0,0,9,0,0,3,0,1,Low,8,43,0
Male,43,Non-White,0,1,0,0,0,0,0,3,0,1,Low,1,5,0
Female,25,Non-White,0,2,0,0,0,-1,1,3,0,1,Low,3,1,0
Male,44,Non-White,0,7,0,0,24,53,31,2,0,1,Low,3,117,0
Male,52,Non-White,0,6,0,0,3,0,1,3,1,3,Low,2,24,42
Male,43,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,41,0
Male,37,Non-White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Male,47,Non-White,0,1,0,0,1,-1,1,2,0,1,Low,1,3,0
Female,45,White,0,1,0,0,3,-1,1,3,0,1,Low,1,7,0
Male,23,Non-White,0,4,0,0,2,-1,1,3,0,1,Low,4,1,0
Male,37,White,0,1,0,0,3,-4,4,3,0,1,Low,1,2,0
Male,28,Non-White,0,4,0,0,3,299,100,2,1,3,High,3,2,3
Male,70,White,0,1,0,0,1,-13,13,2,0,1,Low,1,12,0
Male,54,White,0,2,0,0,6,-266,322,3,1,3,Low,1,1,2
Male,58,White,0,7,0,0,9,-1,1,2,0,1,Low,2,1,0
Male,46,White,0,4,0,0,3,-1,1,3,0,1,Low,2,14,0
Male,21,Non-White,0,9,0,0,0,-1,1,2,1,2,Low,7,1,1
Male,26,Non-White,0,8,0,0,1,-1,1,2,1,3,High,6,1,11
Male,38,Non-White,0,1,0,0,3,23,82,3,1,3,Low,1,1,2
Male,34,White,0,4,0,0,5,-1,1,2,0,1,Low,4,1,0
Female,34,White,0,8,0,0,0,-1,1,3,0,1,Low,4,3,0
Male,19,Non-White,0,5,0,0,1,-48,48,3,1,2,Low,7,48,10
Male,34,Non-White,0,4,0,0,5,-1,1,2,0,1,Low,4,1,0
Female,32,Non-White,0,4,0,0,3,-26,26,2,0,1,Low,3,3,0
Male,23,White,0,5,0,0,0,0,1,3,1,2,Low,5,1,0
Male,34,Non-White,0,4,0,0,5,-1,1,3,1,2,Low,2,2,60
Male,30,Non-White,0,1,0,0,2,-83,83,3,0,1,Low,2,83,0
Male,39,Non-White,0,3,0,0,6,-1,1,3,1,2,Low,1,2,0
Male,24,Non-White,0,3,0,0,0,-1,1,3,0,1,Low,5,1,0
Male,33,White,0,3,0,0,1,-93,93,2,1,3,High,2,1,1
Male,33,White,0,2,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,40,White,0,4,0,0,6,-39,2417,2,0,1,Low,2,9,0
Male,58,White,0,3,0,0,2,-1,1,3,0,1,Low,1,1,0
Female,21,Non-White,0,6,0,0,0,0,0,2,0,1,Low,7,1,0
Male,44,Non-White,0,2,0,0,2,-372,372,3,0,1,Low,1,358,0
Male,56,Non-White,0,8,0,0,13,0,1,3,0,1,Low,3,477,0
Male,27,White,0,5,0,0,1,0,0,3,0,1,Low,3,8,0
Male,21,Non-White,0,5,0,0,1,-36,36,3,1,3,Low,7,36,11
Male,23,Non-White,0,8,0,1,4,-11,11,2,1,2,Low,5,11,4
Male,62,White,0,1,0,0,0,0,0,3,0,1,Low,1,1,0
Male,27,Non-White,1,8,0,1,4,300,707,2,1,3,Low,10,1,1
Male,57,Non-White,0,1,0,0,6,-1,1,2,0,1,Low,1,2,0
Male,37,White,0,3,0,0,5,-1,1,3,0,1,Low,1,10,0
Male,43,Non-White,0,2,0,0,2,-1,1,3,1,3,Low,1,7,0
Female,32,Non-White,0,1,0,0,5,0,2,3,0,1,Low,1,-1,0
Female,33,Non-White,0,3,0,0,2,-1,1,3,0,1,Low,2,2,0
Male,23,Non-White,0,3,0,0,0,-1,1,3,0,1,Low,5,45,0
Male,27,Non-White,0,1,0,0,0,0,1,2,0,1,Low,2,1,0
Male,44,White,0,1,0,0,0,-1,1,2,1,3,Low,1,1,1
Male,28,White,0,3,0,0,3,-1,1,2,1,2,Low,3,1,0
Female,42,White,0,2,0,0,0,-3,3,3,0,1,Low,1,1,0
Male,48,Non-White,0,5,0,0,5,-1,1,3,0,1,Low,3,139,0
Male,24,Non-White,0,10,1,0,9,-1,1,3,1,2,High,10,4,44
Male,27,Non-White,0,2,0,0,0,0,0,3,0,1,Low,3,17,0
Male,20,Non-White,0,10,0,0,0,-1,1,3,1,2,Low,9,1,4
Male,24,Non-White,0,8,0,0,1,-1,1,3,0,1,Low,8,2,0
Male,31,White,2,10,0,0,6,-1,1,3,0,1,Low,9,163,0
Male,22,Non-White,0,5,1,0,2,-1,1,3,0,1,Low,7,1,0
Female,51,White,0,1,0,0,0,0,1,2,0,1,Low,1,1,0
Male,56,White,0,1,0,0,0,0,1,2,0,1,Low,1,1,0
Male,20,White,0,6,0,0,0,-1,1,2,0,1,Low,5,1,0
Male,54,Non-White,0,3,0,0,1,114,256,3,0,1,Low,2,5,0
Male,29,Non-White,0,9,0,0,7,-1,1,3,0,1,Low,6,1,0
Male,42,White,0,4,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,20,Non-White,0,9,0,0,0,-1,1,3,1,2,Low,8,209,15
Male,53,White,0,1,0,0,6,-176,176,3,0,1,Low,1,174,0
Male,48,Non-White,0,8,0,0,8,-1,1072,2,0,1,Low,1,33,0
Male,24,Non-White,0,2,0,0,0,-1,1,3,0,1,Low,3,1,0
Male,27,White,0,5,0,0,8,-1,1,3,0,1,Low,3,68,0
Male,24,Non-White,0,9,1,0,2,-1,1,3,1,2,High,9,19,53
Female,22,Non-White,0,3,0,0,0,-1,1,3,0,1,Low,4,1,0
Male,53,White,0,6,0,0,36,-7,7,3,1,2,Low,9,32,0
Male,36,White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Male,28,White,0,3,0,0,2,0,1,2,1,2,High,4,1,0
Male,46,Non-White,0,1,0,0,1,-27,28,3,0,1,Low,1,-1,0
Male,21,Non-White,0,4,0,0,0,0,0,3,0,1,Low,5,1,0
Male,21,Non-White,0,5,1,0,3,-22,22,3,1,2,Low,6,22,0
Female,36,Non-White,0,7,0,0,0,-1,1,3,0,1,Low,5,12,0
Female,25,White,0,4,0,0,2,-2,2,2,1,3,Low,4,1,53
Female,23,Non-White,0,3,0,0,1,0,1,2,1,2,Low,4,1,10
Male,54,Non-White,0,1,0,0,2,-1,1,3,0,1,Low,1,33,0
Male,28,White,0,5,0,0,1,-4,4,3,0,1,Low,3,1,0
Female,21,Non-White,0,8,0,0,0,-1,1,3,1,2,Low,7,1,1
Male,36,White,0,3,0,0,0,-1,1,2,0,1,Low,3,1,0
Male,24,Non-White,0,3,0,0,0,-1,1,3,0,1,Low,4,1,0
Male,28,Non-White,0,6,0,0,3,206,862,3,1,2,Low,4,32,32
Male,30,Non-White,0,2,0,0,1,-1,1,3,1,2,Low,2,1,0
Male,29,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,2,1,0
Male,22,Non-White,0,8,0,0,2,-113,1,3,0,1,Low,9,48,0
Male,31,Non-White,0,9,0,0,8,271,770,3,0,1,Low,5,1,0
Female,30,White,0,6,0,0,0,0,1,2,0,1,Low,2,3,0
Male,51,Non-White,0,1,0,0,1,-1,2,2,0,1,Low,1,1,0
Male,33,Non-White,0,1,0,0,3,-94,94,3,0,1,Low,1,3,0
Female,25,Non-White,0,6,0,0,2,-86,86,3,0,1,Low,5,1,0
Male,37,Non-White,0,2,0,0,4,-1,1,2,0,1,Low,2,1,0
Male,32,Non-White,0,9,1,0,12,-1,1,3,1,2,High,7,1,0
Male,23,Non-White,0,6,0,1,1,0,1,3,0,1,Low,5,1,0
Male,47,Non-White,0,3,0,0,3,0,0,3,0,1,Low,2,1,0
Female,32,Non-White,0,3,0,0,1,-80,80,3,1,2,Low,3,2,0
Male,37,White,0,1,0,0,0,-1,0,3,0,1,Low,1,19,0
Male,19,Non-White,0,10,2,0,2,-1,1,3,1,2,Low,9,1,0
Male,27,Non-White,0,8,0,0,0,-1,1,2,0,1,Low,6,2,0
Male,39,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Female,21,White,0,6,0,2,0,0,0,3,0,1,Low,8,1,0
Male,69,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,36,White,0,3,0,0,3,-106,106,3,0,1,Low,3,6,0
Male,21,White,0,6,0,0,2,-1,1,3,0,1,Low,6,2,0
Male,26,Non-White,0,10,0,1,6,0,0,2,1,2,Low,10,3,2
Male,22,White,0,4,0,0,0,-2,3,3,0,1,Low,5,1,0
Female,23,Non-White,0,5,0,0,0,-1,1,3,1,2,Low,5,1,23
Male,20,Non-White,1,7,0,0,1,-48,48,3,0,1,Low,10,24,0
Male,28,White,0,2,0,0,0,-2,2,3,0,1,Low,2,1,0
Male,45,White,0,5,0,0,0,-1,2,2,0,1,Low,1,1,0
Male,49,Non-White,0,5,0,0,3,0,1,3,0,1,Low,4,3,0
Male,29,Non-White,0,4,0,1,2,-1,1,2,1,3,Low,3,50,1
Female,60,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,23,Non-White,2,10,0,0,3,0,1,3,1,2,Low,10,1,0
Male,34,Non-White,0,5,0,0,2,47,271,2,1,3,High,2,207,208
Male,30,White,0,1,0,0,0,-1,2,2,0,1,Low,2,2,0
Female,20,Non-White,1,4,0,0,1,-21,21,3,0,1,Low,7,2,0
Male,36,Non-White,0,3,0,0,1,0,1,3,0,1,Low,2,95,0
Male,30,White,0,4,0,0,0,0,1,3,0,1,Low,3,1,0
Male,21,Non-White,0,3,1,0,1,-1,2,3,1,2,Low,6,-1,0
Male,34,Non-White,1,8,0,0,11,-1,1,2,0,1,Low,4,3,0
Male,25,Non-White,0,7,0,0,1,-1,1,3,0,1,Low,3,2,0
Male,25,Non-White,0,7,0,0,7,0,0,3,0,1,Low,6,1,0
Male,22,White,0,6,0,0,2,-1,1,2,1,2,Low,5,1,7
Male,29,White,0,8,0,0,2,-1,1,2,0,1,Low,5,1,0
Male,36,Non-White,0,1,0,0,1,-32,32,3,0,1,Low,1,6,0
Male,29,Non-White,0,2,1,0,7,-24,24,2,0,1,Low,4,1,0
Male,21,Non-White,0,9,0,0,4,-1,0,3,1,2,Low,6,219,499
Male,21,Non-White,0,5,0,0,0,-1,1,3,1,3,Low,6,12,0
Male,33,White,0,1,0,0,3,-1,1,3,0,1,Low,1,1,0
Male,34,White,0,1,0,0,1,0,0,2,0,1,Low,1,1,0
Male,27,White,0,2,0,0,0,-1,1,2,0,1,Low,2,1,0
Female,50,White,0,1,0,0,1,-1,1,2,1,2,Low,1,1,20
Male,26,Non-White,0,3,0,0,1,-1,1,3,0,1,Low,3,1,0
Male,40,White,0,7,0,0,0,-1,1,3,1,2,Low,9,8,34
Male,25,Non-White,0,8,0,0,7,-1,1,3,1,2,Low,7,127,0
Female,53,White,0,1,0,0,1,-1,1,2,0,1,Low,1,1,0
Female,24,Non-White,0,4,0,0,0,-1,1,3,0,1,Low,4,1,0
Male,39,White,0,4,0,0,2,0,0,2,0,1,Low,4,1,0
Male,42,Non-White,0,1,0,0,1,-12,13,3,0,1,Low,1,4,0
Male,28,Non-White,0,3,0,0,1,-1,1,2,0,1,Low,3,1,0
Male,24,White,0,4,0,0,1,-36,37,2,0,1,Low,4,36,0
Female,23,Non-White,0,4,0,0,0,-1,1,2,0,1,Low,4,1,0
Male,26,Non-White,1,8,1,0,6,-1,1,3,1,2,Low,3,1,31
Male,42,Non-White,0,5,0,0,3,-1,1,2,0,1,Low,3,87,0
Male,22,White,0,2,0,1,1,-22,22,2,0,1,Low,4,1,0
Male,22,Non-White,0,9,0,0,4,-1,1,3,1,3,High,9,260,198
Male,21,White,0,7,0,0,3,-8,8,2,0,1,Low,8,5,0
Male,37,Non-White,0,9,0,0,23,-1,1,3,1,2,Low,4,17,70
Male,44,White,0,2,0,0,0,0,0,2,0,1,Low,2,3,0
Male,64,White,0,9,0,0,13,-499,499,3,0,1,Low,2,106,0
Male,35,Non-White,0,5,0,0,2,-1,1,3,0,1,Low,5,5,0
Male,36,Non-White,0,7,0,0,8,0,0,3,0,1,Low,4,484,0
Male,53,Non-White,0,1,0,0,2,-1,1,3,0,1,Low,1,1,0
Male,29,Non-White,0,4,0,0,7,-1,1,3,1,2,Low,3,1,0
Male,48,White,1,8,0,0,23,-1,1,3,1,3,High,5,360,0
Male,23,Non-White,0,2,0,0,0,-1,1,3,0,1,Low,4,1,0
Male,48,Non-White,0,4,0,0,8,-1,1,3,0,1,Low,1,175,0
Female,52,White,0,1,0,0,0,0,1,2,0,1,Low,1,1,0
Male,44,Non-White,0,2,0,0,7,-1,1,2,0,1,Low,3,1,0
Male,28,Non-White,0,5,0,0,1,-1,1,3,0,1,Low,2,76,0
Male,27,Non-White,0,8,0,0,12,-1,1,3,1,2,Low,5,31,46
Male,28,Non-White,0,9,0,0,5,0,0,3,1,2,Low,6,51,15
Male,33,White,0,3,0,0,3,0,1,2,0,1,Low,1,1,0
Female,28,Non-White,0,2,0,0,0,-1,1,3,0,1,Low,2,2,0
Male,47,White,0,10,0,0,5,-312,312,3,1,3,Low,6,291,4
Male,36,Non-White,0,7,0,0,14,-1,1,3,1,2,Low,3,1,1
Male,29,Non-White,1,5,0,0,2,-1,1,3,0,1,Low,5,1,0
Male,22,Non-White,0,9,0,1,0,0,0,2,1,2,Low,7,21,4
Male,26,Non-White,0,7,0,2,6,-34,35,3,0,1,Low,7,1,0
Male,40,White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Male,65,White,0,1,0,0,0,0,0,2,0,1,Low,1,2,0
Male,25,White,0,2,0,0,0,0,1,3,0,1,Low,3,1,0
Male,68,White,0,1,0,0,2,-150,150,3,0,1,Low,1,1,0
Female,32,White,0,4,0,0,1,-1,1,3,0,1,Low,4,2,0
Male,56,Non-White,0,3,0,0,5,-1,1,3,0,1,Low,3,12,0
Male,27,Non-White,0,8,0,0,9,-1,1,3,1,3,High,8,52,66
Male,52,White,0,1,0,0,4,-1,1,3,1,2,Low,1,7,110
Female,31,Non-White,0,2,0,0,0,-1,1,3,0,1,Low,2,2,0
Male,32,Non-White,0,2,0,0,3,0,1,3,0,1,Low,2,1,0
Male,60,Non-White,0,1,0,0,4,-1,1,3,0,1,Low,1,1,0
Male,35,Non-White,0,6,6,3,29,-74,74,3,0,1,Low,2,1,0
Male,31,Non-White,0,8,0,0,4,-1,1,3,0,1,Low,8,170,0
Male,23,Non-White,0,3,0,0,1,-5,5,2,0,1,Low,4,5,0
Female,39,White,0,6,0,0,0,-2,2,2,0,1,Low,2,1,0
Male,56,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Female,22,Non-White,0,7,0,0,0,0,1,3,0,1,Low,8,1,0
Female,27,Non-White,0,2,0,0,1,-31,31,3,1,2,Low,2,1,0
Female,47,White,0,1,0,0,1,-1,1,3,0,1,Low,1,1,0
Male,53,Non-White,0,6,0,0,11,-1,1,3,0,1,Low,3,110,0
Male,25,White,0,2,0,0,0,0,0,2,1,2,Low,3,1,1
Male,21,Non-White,0,3,0,0,0,0,0,2,0,1,Low,6,1,0
Male,22,White,0,3,0,0,0,-1,1,3,0,1,Low,5,1,0
Female,43,Non-White,0,1,0,0,0,-3,3,2,0,1,Low,1,1,0
Female,59,White,0,1,0,0,0,-2,2,3,0,1,Low,1,1,0
Female,58,White,0,1,0,0,2,-23,23,2,0,1,Low,1,1,0
Male,53,Non-White,0,1,0,0,4,-24,25,3,0,1,Low,1,-1,0
Male,31,Non-White,0,3,0,0,7,0,1,2,1,2,Low,2,1,0
Male,22,Non-White,0,5,0,0,2,0,1,3,0,1,Low,6,171,0
Male,22,White,0,5,0,0,1,-1,1,3,1,3,Low,5,1,18
Male,28,Non-White,0,6,0,0,8,-1,1,3,1,3,Low,6,3,0
Male,42,Non-White,0,1,0,0,1,-1,1,3,0,1,Low,1,2,0
Male,20,Non-White,0,7,0,0,0,0,0,3,1,2,Low,8,1,0
Male,29,White,0,6,0,0,0,0,0,2,1,2,High,4,5,0
Female,41,White,0,1,0,0,0,-1,2,2,0,1,Low,1,1,0
Male,29,Non-White,0,10,0,0,8,178,614,3,0,1,Low,9,87,0
Male,58,Non-White,0,7,0,0,21,-1,2,2,1,2,Low,4,59,4
Male,22,Non-White,0,7,0,0,3,-1,1,3,0,1,Low,6,106,0
Male,48,Non-White,0,1,0,0,1,0,0,2,1,2,Low,1,1,0
Male,37,White,0,4,0,0,0,0,0,3,0,1,Low,3,1,0
Male,57,Non-White,0,5,0,0,1,-1,1,3,1,2,Low,6,25,118
Male,27,White,0,1,0,0,3,-22,22,2,0,1,Low,1,-1,0
Male,26,Non-White,0,4,0,0,3,0,0,3,0,1,Low,3,33,0
Male,24,White,0,8,1,1,3,0,0,3,1,2,Low,5,1,9
Male,33,White,0,1,0,0,0,-1,1,3,0,1,Low,2,1,0
Male,28,White,0,2,0,0,1,-1,1,3,0,1,Low,3,2,0
Male,29,Non-White,0,6,0,0,2,-1,1,3,0,1,Low,3,1,0
Female,24,Non-White,0,10,0,0,3,-1,1,3,1,3,Low,9,1,0
Male,24,White,0,1,0,0,0,-1,1,2,0,1,Low,2,1,0
Male,19,White,0,10,0,1,1,-1,1,3,1,2,Low,8,32,3
Male,36,White,0,1,0,0,2,-1,1,2,0,1,Low,1,1,0
Male,33,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Female,24,White,0,5,0,0,0,0,1,3,0,1,Low,5,1,0
Male,32,White,0,1,0,0,0,0,1,2,0,1,Low,1,1,0
Male,34,White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Male,31,Non-White,0,1,0,0,1,0,0,3,0,1,Low,1,1,0
Male,24,Non-White,0,4,0,0,4,-1,1,3,0,1,Low,5,1,0
Male,25,Non-White,0,5,0,0,2,-1,1,3,1,2,High,3,1,2
Male,20,Non-White,1,10,0,1,1,-1,1,3,1,2,Low,8,1,159
Male,22,Non-White,0,3,0,0,1,0,1,3,0,1,Low,5,-1,0
Male,28,Non-White,0,5,0,0,2,-263,263,2,1,3,High,3,1,14
Male,24,Non-White,0,2,0,0,1,-1,1,2,1,2,High,4,1,1
Male,61,White,0,1,0,0,4,-1,1,3,0,1,Low,1,1,0
Male,34,White,0,6,0,0,9,-1,1,3,0,1,Low,4,189,0
Female,27,White,0,4,0,0,1,-14,14,3,0,1,Low,2,14,0
Female,50,Non-White,0,2,0,0,3,0,1,3,0,1,Low,1,-1,0
Male,30,Non-White,0,1,0,0,1,0,1,2,0,1,Low,2,4,0
Male,38,Non-White,0,3,0,0,5,-1,1,3,0,1,Low,2,1,0
Male,24,White,0,1,0,0,0,-1,1,2,0,1,Low,2,1,0
Male,27,Non-White,1,8,0,0,2,-1,1,3,0,1,Low,5,1,0
Male,34,White,0,1,0,0,0,0,1,2,0,1,Low,1,1,0
Male,45,Non-White,0,2,0,0,16,-83,77,3,0,1,Low,1,64,0
Female,46,Non-White,0,10,0,0,2,-1,1,3,1,3,Low,8,9,1
Male,41,White,0,1,0,0,0,-1,1,2,1,2,Low,1,3,0
Male,20,Non-White,0,8,0,1,0,-1,1,3,1,3,High,6,22,24
Male,27,Non-White,0,8,0,0,13,-1,1,2,1,2,High,9,1,0
Female,51,Non-White,0,8,0,0,16,-122,122,3,0,1,Low,1,66,0
Male,26,Non-White,0,6,0,0,1,-1,1,2,1,3,Low,3,13,32
Male,29,Non-White,0,5,0,0,3,0,0,3,1,2,Low,3,1,0
Male,52,White,0,5,0,0,6,-1,1,3,1,2,Low,3,1,0
Male,28,White,0,4,0,0,1,0,1,3,1,2,High,3,4,22
Female,34,Non-White,0,7,0,0,4,-152,152,3,1,3,Low,3,97,1
Male,55,Non-White,0,3,0,0,5,-1,1,3,1,3,Low,1,118,0
Male,46,White,0,2,0,0,2,-11,11,2,0,1,Low,1,5,0
Male,59,White,0,1,0,0,0,0,1,2,0,1,Low,1,-1,0
Male,26,Non-White,1,9,1,0,10,-1,1,3,1,3,High,6,1,1
Male,28,Non-White,0,10,0,0,5,-1,1,3,0,1,Low,10,1,0
Male,63,White,0,1,0,0,2,-3,3,3,0,1,Low,1,3,0
Male,42,Non-White,0,1,0,0,0,0,0,3,0,1,Low,1,1,0
Male,21,Non-White,0,3,0,0,1,-1,1,3,0,1,Low,5,1,0
Male,57,Non-White,0,1,0,0,2,-1,1,3,0,1,Low,1,1,0
Male,23,Non-White,1,6,2,2,6,-1,1,3,1,3,High,6,1,1
Male,54,Non-White,0,9,0,0,28,-1,1,3,1,2,Low,5,5,2
Male,35,Non-White,0,7,0,1,8,-1,1,3,1,2,Low,4,10,7
Male,42,White,0,1,0,0,1,0,0,3,0,1,Low,1,1,0
Female,24,Non-White,1,9,0,0,6,-1,1,3,1,2,Low,9,26,117
Male,54,Non-White,0,1,0,0,2,-26,26,2,0,1,Low,1,1,0
Male,58,Non-White,0,6,0,0,12,-1,1,2,1,2,Low,3,3,37
Male,40,Non-White,0,1,0,0,1,0,0,2,0,1,Low,1,1,0
Male,23,White,0,5,0,1,1,0,1,2,1,3,Low,5,1,1
Male,35,Non-White,0,2,0,0,1,-1,1,2,0,1,Low,2,1,0
Male,53,Non-White,0,6,0,0,17,222,353,3,0,1,Low,4,198,0
Male,20,Non-White,0,10,0,0,1,0,0,3,1,2,High,10,2,1
Male,24,Non-White,0,4,0,0,1,-243,243,3,0,1,Low,4,1,0
Male,51,White,0,1,0,0,0,0,0,3,0,1,Low,1,35,0
Male,24,Non-White,0,10,0,0,0,0,1,3,0,1,Low,7,1,0
Male,37,White,0,2,0,0,3,-14,14,3,0,1,Low,1,6,0
Female,46,Non-White,0,1,0,0,0,-2,3,3,0,1,Low,1,2,0
Male,47,White,0,1,0,0,3,-1,1,3,0,1,Low,1,1,0
Male,34,White,0,6,0,0,4,-1,1,3,1,2,Low,2,1,0
Male,56,White,0,1,0,0,0,-2,2,3,0,1,Low,1,1,0
Male,34,Non-White,0,1,0,0,4,-1,1,3,1,2,Low,1,31,1
Male,59,White,0,1,0,0,1,-2,3,3,1,2,Low,1,1,8
Male,35,Non-White,0,6,0,0,0,-1,1,3,0,1,Low,4,101,0
Male,58,Non-White,0,1,0,0,1,-11,11,3,0,1,Low,1,10,0
Male,29,Non-White,0,4,0,0,2,-26,26,2,0,1,Low,2,1,0
Female,53,White,0,1,0,0,1,-23,23,2,0,1,Low,1,22,0
Male,35,Non-White,0,5,0,0,0,0,0,3,0,1,Low,3,7,0
Male,29,White,0,3,0,0,1,-66,66,3,0,1,Low,5,37,0
Male,30,Non-White,0,1,0,0,4,-1,1,2,0,1,Low,2,1,0
Female,24,White,0,9,0,1,6,0,1,3,1,2,High,4,3,1
Male,21,White,0,9,0,4,2,-1,1,2,1,2,High,9,8,0
Male,50,Non-White,0,7,0,0,5,0,0,3,1,2,Low,5,11,69
Male,33,White,0,9,0,0,0,-3,3,3,0,1,Low,7,1,0
Male,26,Non-White,0,2,0,0,1,-1,1,3,0,1,Low,3,1,0
Male,49,Non-White,2,7,0,1,18,-1,1,3,0,1,Low,4,275,0
Female,30,White,0,2,0,0,0,-1,1,2,0,1,Low,2,1,0
Male,37,White,0,3,0,0,5,-1,1,3,0,1,Low,3,29,0
Female,60,White,0,4,0,0,5,-1,2,2,0,1,Low,1,-1,0
Male,29,White,0,9,0,0,6,-43,43,3,1,2,Low,8,18,54
Male,55,Non-White,0,1,0,0,0,0,1,3,0,1,Low,1,1,0
Male,29,White,0,4,0,0,0,0,1,2,1,2,High,4,1,9
Male,54,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,29,Non-White,0,4,0,0,4,-1,1,3,1,3,High,4,8,0
Male,29,Non-White,0,8,0,0,12,-1,1,3,0,1,Low,4,1,0
Female,59,White,0,1,0,0,0,-2,2,2,0,1,Low,1,1,0
Male,38,Non-White,0,5,0,0,0,0,1,3,0,1,Low,1,1,0
Female,22,Non-White,0,5,0,0,2,49,100,3,1,2,Low,4,18,1
Male,27,White,0,-1,0,0,1,102,493,2,0,1,Low,-1,136,0
Male,29,Non-White,0,7,0,0,4,-53,53,3,1,2,High,6,25,77
Male,27,White,0,3,0,0,1,-1,1,2,1,2,Low,3,1,6
Male,26,Non-White,0,5,0,0,7,-1,1,3,1,2,Low,5,1,1
Male,52,Non-White,0,3,0,0,20,-1,1,3,0,1,Low,1,27,0
Male,66,Non-White,0,6,0,0,33,0,1,3,1,2,Low,2,13,1
Male,22,Non-White,0,10,0,0,0,-1,1,3,0,1,Low,5,1,0
Male,27,White,0,5,0,0,2,0,1,3,0,1,Low,4,1,0
Male,51,White,0,1,0,0,1,-1,1,2,0,1,Low,1,1,0
Male,35,White,0,2,0,0,1,0,0,3,0,1,Low,3,74,0
Male,71,White,0,1,0,0,2,-17,17,2,0,1,Low,1,4,0
Male,36,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,52,White,0,3,0,0,4,-1,1,2,0,1,Low,2,1,0
Male,39,White,0,1,0,0,4,-1,1,3,0,1,Low,1,7,0
Male,30,White,0,5,0,0,1,-1,1,3,0,1,Low,3,1,0
Female,35,Non-White,0,2,0,0,12,-54,55,2,0,1,Low,1,-1,0
Male,25,Non-White,2,8,0,1,2,-1,1,3,0,1,Low,9,107,0
Male,48,Non-White,0,5,0,0,12,0,0,3,0,1,Low,4,1,0
Male,55,Non-White,0,9,0,0,1,-1,1,3,0,1,Low,3,136,0
Female,62,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Female,34,White,0,6,0,0,4,-1,1,3,0,1,Low,2,19,0
Female,26,Non-White,0,2,0,0,0,-1,1,2,0,1,Low,2,1,0
Female,48,White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
